id	N	mean	sd	se	sentence	task	reference
CO-01-R0034	20	1.45	0.998683344	0.223312384	''Grazie Italia, ti ho dato l'oro''.	complexity	Brunato et al., 2018
CO-01-R0035	20	3.7	1.809332532	0.404579053	''Sì, erano un punto di riferimento - spiega Sandra Carsana, volontaria dell'associazione -, al contrario degli altri, là da poco''.	complexity	Brunato et al., 2018
CO-01-R0036	20	3.5	1.468977446	0.328473343	Lo Zaire è diventato da tempo uno dei Paesi più pericolosi di tutta l'Africa, infestato da rapinatori, profughi dal Ruanda, bande rivali.	complexity	Brunato et al., 2018
CO-01-R0037	20	3.1	1.483239697	0.331662479	Li vedemmo arrivare nell'estate del'91 a Bari e Brindisi ammassati nelle stive delle navi, senza pane nè acqua.	complexity	Brunato et al., 2018
CO-01-R0038	20	3.1	1.586124041	0.354668118	Diciamo però che per quel momento, la Lombardia sarà già pronta con le necessarie modifiche allo statuto e ai regolamenti.	complexity	Brunato et al., 2018
CO-01-R0039	20	1.8	1.23969436	0.277204086	Alle 7,30 si sale al diciannovesimo piano.	complexity	Brunato et al., 2018
CO-01-R0040	20	3.2	1.50787407	0.337170892	"Era il'79 ''; racconta Pallucca,'' continuai a lavorare ma passai a mansioni di ufficio."	complexity	Brunato et al., 2018
CO-01-R0041	20	4.3	1.301820588	0.291095933	Storace però alle denunce, alle minacce di galera, all'intervento dei magistrati, insomma, non ci crede tanto.	complexity	Brunato et al., 2018
CO-01-R0042	20	3.25	1.618153594	0.361830143	L'ambasciata americana a Tirana ha avvisato i cittadini Usa di muoversi con estrema cautela nel Paese e di evitare gli assembramenti.	complexity	Brunato et al., 2018
CO-01-R0043	20	3.05	1.394538218	0.311828225	Intanto il primo ministro Aleksander Meksi ha presentato le dimissioni del Governo al presidente Sali Berisha.	complexity	Brunato et al., 2018
CO-01-R0044	20	3.65	1.954078057	0.436945137	Il ministro vive in un modesto appartamento, non possiede neppure l'automobile ed è estraneo a ogni attività illecita, dicono a Tirana quelli che lo conoscono bene.	complexity	Brunato et al., 2018
CO-01-R0045	20	3	1.256561725	0.280975743	La Melandri, la Gaiotti de Biase e tutte le altre Erinni si sono offese perché volevano andarci loro.	complexity	Brunato et al., 2018
CO-01-R0046	20	3.75	1.650358813	0.369031449	Jacques Chirac è stato addirittura messo sotto accusa in un processo pubblico a Brisbane e dichiarato ''colpevole'' di tradire l'intera umanità.	complexity	Brunato et al., 2018
CO-01-R0047	20	3.2	1.542383664	0.344887472	Quarta un'altra russa, la Rublyova (6,78), quinta Valentina Uccheddu, superlativa con il suo 6,76.	complexity	Brunato et al., 2018
CO-01-R0048	20	4.2	1.23969436	0.277204086	Ma anche in quella cerimonia solenne Jacques Chirac s'è come imposto nella veste di ''colpevole'' nei discorsi ufficiali.	complexity	Brunato et al., 2018
CO-01-R0049	20	4.6	1.788854382	0.4	È improbabile che gli abitanti di Knin, sui quali prima della resa pioveva un proiettile d'artiglieria ogni dieci secondi, abbiano ricordato l'anniversario dell'atomica di Hiroshima.	complexity	Brunato et al., 2018
CO-01-R0050	20	3.25	1.371706582	0.306722916	Nel 1946 il tribunale di Cremona ordinò la confisca totale del patrimonio Farinacci che venne così censito:	complexity	Brunato et al., 2018
CO-01-R0051	20	2.6	1.788854382	0.4	E quale era il patrimonio del ras di Cremona?	complexity	Brunato et al., 2018
CO-01-R0052	20	2.2	1.436369693	0.321182027	Forse, in caso di pubblicazione, sarebbe meglio non menzionare il mio nome:	complexity	Brunato et al., 2018
CO-01-R0053	20	2.3	0.864504726	0.193309133	I coloni minacciano la rivolta contro l'accordo in Cisgiordania.	complexity	Brunato et al., 2018
CO-01-R0054	20	2.8	1.576137851	0.352435138	I leader islamici avevano nel frattempo lanciato un appello alla mobilitazione.	complexity	Brunato et al., 2018
CO-01-R0055	20	4.2	1.576137851	0.352435138	Passare dall'emergenza alla ''normalità'' nella gestione dei pentiti per molti non sarà operazione facile e rapida.	complexity	Brunato et al., 2018
CO-01-R0056	20	4.15	1.565247584	0.35	Opaline Keramik di Keravem (distr. Palazzo) è in tre varianti di colore.	complexity	Brunato et al., 2018
CO-01-R0057	20	3.7	1.809332532	0.404579053	Amichevole violenta del Napoli in Olanda, a Babberich, dove la squadra di Vujadin Boskov è stata sconfitta per 2 1 dal De Graafschap, squadra della serie A olandese.	complexity	Brunato et al., 2018
CO-01-R0058	20	4.5	1.701392618	0.380442955	La navicella è una tazzina per il cacao stile Biedermeier.	complexity	Brunato et al., 2018
CO-01-R0059	20	3.1	1.682729612	0.37626978	Un compito, questo, che secondo Sgarbi ha svolto in maniera illustre, negli anni, Giulio Andreotti.	complexity	Brunato et al., 2018
CO-01-R0060	20	3.6	1.729009452	0.386618267	Intanto scrive per riviste, realizza programmi radiotelevisivi, si occupa a Roma della programmazione cinematografica di RaiTre.	complexity	Brunato et al., 2018
CO-01-R0061	20	2.85	1.308876577	0.2926737	Cercate di capirmi, io vengo da Lomello, vengo dalla campagna, sono un'autodidatta.	complexity	Brunato et al., 2018
CO-01-R0062	20	3.3	1.592746717	0.356148993	A raccogliere firme e adesioni con il suo camper Sergio D'Elia andrà avanti tutta l'estate, girando un po'per tutta l'Italia.	complexity	Brunato et al., 2018
CO-01-R0063	20	4.1	1.682729612	0.37626978	''Ma il figlio è di chi se l'è cresciuto, non di chi l'ha fatto nascere'', dicono a San Pietro Vernotico, dove Mister Volare si trasferì a nove anni.	complexity	Brunato et al., 2018
CO-01-R0064	20	3.95	1.605090586	0.358909166	Quando vuoi, cancella il tuo paesaggio - relax e torna alla sequenza di respirazione dell'inizio.	complexity	Brunato et al., 2018
CO-01-R0065	20	3.15	1.496487115	0.334624692	La socialista Royal, la prima donna a raggiungere un ballottaggio in Francia, sarà invece a Valence.	complexity	Brunato et al., 2018
CO-01-R0066	20	3.8	1.609184167	0.359824519	A Valona pensavano che il Selvaggio Est albanese, punto di sbocco dei traffici di tutti i Balcani, non dovesse finire mai.	complexity	Brunato et al., 2018
CO-01-R0067	20	3.5	1.762175689	0.394034463	L'Italia ha già eguagliato il bottino di Roma'87, quando gli azzurri si imposero con Panetta (3.000 siepi) e Damilano (20 km di marcia).	complexity	Brunato et al., 2018
CO-01-R0068	20	3.7	2.250146194	0.503147985	Rimasta senza lavoro dopo la fine del regime comunista, era riuscita a mettere in piedi una finanziaria che pagava interessi del 50 % al mese.	complexity	Brunato et al., 2018
CO-01-R0069	20	3.55	1.571958216	0.351500543	Negli anni 20 Ponzi prometteva interessi da brivido in poche settimane che ripagava ai primi clienti con i soldi dei nuovi sottoscrittori.	complexity	Brunato et al., 2018
CO-01-R0070	20	1.5	1.192079121	0.266556995	Il vicepresidente dell'Ifi non era in casa:	complexity	Brunato et al., 2018
CO-01-R0071	20	3.55	1.637552731	0.366167922	Lo scampato pericolo scatena il Parma che trova il vantaggio e poi raddoppia grazie a un rigore concesso dall'arbitro per un fallo su Mussi lanciato a rete.	complexity	Brunato et al., 2018
CO-01-R0072	20	1.7	0.801314709	0.179179416	In vista della conferenza Onu di Pechino:	complexity	Brunato et al., 2018
CO-01-R0073	20	1.65	1.089422831	0.243602351	''Paura delle minacce di quel pazzo?	complexity	Brunato et al., 2018
CO-01-R0074	20	2.85	1.663066287	0.371872927	Quando andai a visitarli, anni fa, nella loro sede, ricordo benissimo di aver visto una grande fotografia di Allende dietro la scrivania del direttore.	complexity	Brunato et al., 2018
CO-01-R0075	20	2.65	1.598519051	0.357439726	La reggia di Caserta insegnamento dal Sud.	complexity	Brunato et al., 2018
CO-01-R0076	20	2.8	1.794729125	0.401313632	alcune salme vennero gettate nel fiume, altre fatte a pezzi e vendute sui banchi del mercato.	complexity	Brunato et al., 2018
CO-01-R0077	20	5.1	1.483239697	0.331662479	E nemmeno soltanto perché dalle ultime tragedie in Krajina potrebbero nascere condizioni di pace, come cinquant'anni fa la cancellazione delle due città nipponiche pose fine alla guerra in Oriente.	complexity	Brunato et al., 2018
CO-01-R0078	20	2.3	1.417930293	0.317058852	I comportamenti sono identici e simili gli obbiettivi.	complexity	Brunato et al., 2018
CO-01-R0079	20	5	1.4509525	0.324442842	Strano come un affetto virile non possa congedarsi dal pianto e come la commozione riesca a farsi lezione di dignità.	complexity	Brunato et al., 2018
CO-01-R0080	20	2.8	1.673320053	0.374165739	Virunga, regno delle scimmie tra i vulcani.	complexity	Brunato et al., 2018
CO-01-R0081	20	1.9	0.911909506	0.203909165	È iniziato ieri al Palavobis di Milano il terzo Congresso della Lega Nord.	complexity	Brunato et al., 2018
CO-01-R0082	20	2.85	1.814415956	0.405715742	prima delle 20 si ritirano in bell'ordine nelle proprie case.	complexity	Brunato et al., 2018
CO-01-R0083	20	3.45	1.820208201	0.407010927	I confini tra Ruanda, Zaire e Uganda costituivano un itinerario che rientrava nei cataloghi di viaggi organizzati.	complexity	Brunato et al., 2018
CO-01-R0084	20	3.75	2.048748013	0.458113983	Scoppiata la prima guerra mondiale, le truppe austriache occuparono una parte del Paese e lo stesso fecero, a partire dal 1915, quelle italiane.	complexity	Brunato et al., 2018
CO-01-R0085	20	2.9	1.410487038	0.31539449	In Albania intanto la situazione del Paese sta precipitando verso la guerra civile.	complexity	Brunato et al., 2018
CO-01-R0086	20	2.9	1.552586975	0.347169002	''Capello non rivolge più la parola a Gigi, ora intervenga la società''.	complexity	Brunato et al., 2018
CO-01-R0087	20	5	1.55597321	0.347926187	La donna, usa a servire il cacao in salotto, qui si serve della tazzina per elevarsi ed essere parte attiva del progresso scientifico.	complexity	Brunato et al., 2018
CO-01-R0088	20	2.25	1.019545823	0.227977377	Avremo la fila dei presidenti ogni settimana in federazione?	complexity	Brunato et al., 2018
CO-01-R0089	20	4.9	1.586124041	0.354668118	In un solo giorno, due settimane fa, abbiamo visto arrivare nel nostro istituto depositi per 800 mila dollari, una tendenza iniziata a metà dicembre che si era andata via rafforzando.	complexity	Brunato et al., 2018
CO-01-R0090	20	4.1	1.518309309	0.339504283	Un evento fatale, che ha messo in ginocchio altre economie balcaniche, come quella bulgara, ossigenate dai traffici anti - embargo.	complexity	Brunato et al., 2018
CO-01-R0091	20	2.8	1.908430052	0.426737933	Le vittime sono Maurizio Dal Lago, di Cologna Veneta (Verona), Alberto Zerbetto, di Vò Euganeo (Padova), e Daniele Vallarin, di Monselice (Padova).	complexity	Brunato et al., 2018
CO-01-R0092	20	3.45	1.66938375	0.373285555	Adesso stavano costruendo serbatoi per l'acqua, vicino al campo profughi di cui parla l'ultima lettera.	complexity	Brunato et al., 2018
CO-01-R0093	20	4.75	1.551739262	0.346979447	C'è un po'più di vita - e anche questa è una consuetudine - nei quartieri periferici, sono più numerosi quelli che non possono andare in vacanza.	complexity	Brunato et al., 2018
CO-01-R0094	20	4.8	1.641565363	0.367065174	Ogni tanto, all'altezza dei primi piani, gli edifici attraversano la strada, congiungendosi e costituendo dei ponti coperti.	complexity	Brunato et al., 2018
CO-01-R0095	20	2.9	1.682729612	0.37626978	Certo, ha sempre senso, mollare sarebbe la cosa più facile di questo mondo.	complexity	Brunato et al., 2018
CO-01-R0096	20	3	1.589438828	0.355409327	''Liz'', di Tecnomaiera, è una lastra di marmo bicolore (cm 50x50) di sottilissimo spessore (7 mm).	complexity	Brunato et al., 2018
CO-01-R0097	20	2.6	1.353358396	0.302620137	''Consegnai un milione e mezzo di franchi all'esponente dei sequestratori''.	complexity	Brunato et al., 2018
CO-01-R0098	20	3.7	1.625455402	0.363462877	Dall'immobilità coatta della sedia a rotelle ai 42 chilometri per le strade di New York il salto è vertiginoso.	complexity	Brunato et al., 2018
CO-01-R0099	20	3.1	1.682729612	0.37626978	A maggio, subito dopo la festa dei lavoratori, il governo presenterà al tavolo del welfare le sue proposte.	complexity	Brunato et al., 2018
CO-01-R0100	20	4	1.806421295	0.403928081	A Parigi qualche migliaio di manifestanti, rafforzati dal sondaggio secondo cui il 62 % dei francesi impone al presidente di rinunciare alla sua bomba, ripeteva il grido:	complexity	Brunato et al., 2018
CO-01-R0101	20	4	1.622214211	0.362738125	All'inizio dell'''attività'' di solito erano in società con gli italiani, da cui affittavano le barche e dividevano al 50 % i guadagni.	complexity	Brunato et al., 2018
CO-01-R0102	20	4.3	1.657518754	0.370632461	Dai suoi verbali si scopre che nel 1992 gli emissari di Gheddafi erano disposti a investire in Italia duemila miliardi per l'acquisto del gruppo alimentare pubblico Sme e della Federconsorzi.	complexity	Brunato et al., 2018
CO-01-R0103	20	3.3	1.866604009	0.417385345	Lo stesso esponente della Chiesa Battista ha precisato che il gruppetto era formato da tre fuorilegge e che uno di loro era morto.	complexity	Brunato et al., 2018
CO-01-R0104	20	2.9	1.372665482	0.306937333	Poi ho disertato nel'93, sono stato catturato e quindi condannato a sei mesi di carcere da Belgrado.	complexity	Brunato et al., 2018
CO-01-R0105	20	4.55	1.637552731	0.366167922	La liberazione del Kosovo con la lotta armata, la nostra linea politica è rappresentata dal Movimento popolare del Kosovo (un partito clandestino).	complexity	Brunato et al., 2018
CO-01-R0106	20	3.6	1.875043859	0.419272553	BRINDISI - Ieri Polignano a Mare ha ricordato il compaesano Domenico Modugno con un omaggio musicale di Napoli, a un anno dalla scomparsa:	complexity	Brunato et al., 2018
CO-01-R0107	20	2.85	1.755442664	0.392528913	Col ''taglio'' sono stati cancellati.	complexity	Brunato et al., 2018
CO-01-R0108	20	2.2	1.151657844	0.257518523	''L'operazione maratona è scattata nella primavera dell'anno scorso.	complexity	Brunato et al., 2018
CO-01-R0109	20	4.2	1.673320053	0.374165739	Il sanguigno e genuino Will nazionale avrebbe tradito la fidanzata Julia, sposata un anno fa, condividendo con Diana la passione per le lunghe telefonate fatte di sospiri.	complexity	Brunato et al., 2018
CO-01-R0110	20	4.85	1.87153188	0.418487251	Sui combattenti kosovari gli uomini di Slobodan Milosevic - sempre sospettato di voler alimentare la tensione a Pristina per distogliere l'attenzione dai problemi interni di Belgrado - sembrano avere informazioni più dettagliate.	complexity	Brunato et al., 2018
CO-01-R0111	20	4.15	1.631111988	0.364727728	Quanto al parco dove sono stati assaliti, ormai tra bracconieri, sbandati e guerriglieri nel Virunga è meglio non avventurarsi.	complexity	Brunato et al., 2018
CO-01-R0112	20	3.2	1.436369693	0.321182027	I soldi furono trasferiti dalla Svizzera su due libretti al portatore che Giancarlo Parretti consegnò a Roma ''.	complexity	Brunato et al., 2018
CO-01-R0113	20	3.85	1.899445903	0.424729016	La Libia è stata più volte accusata di fornire basi alle squadre di Abu Nidal, ma in quell'occasione Tripoli fu la prima a denunciare il sequestro.	complexity	Brunato et al., 2018
CO-01-R0114	20	2.95	1.35627198	0.303271634	I risultati definitivi del primo turno danno a Sarkozy un punteggio eccellente con il 31,11 % dei voti.	complexity	Brunato et al., 2018
CO-01-R0115	20	2.55	1.394538218	0.311828225	Sull'episodio il procuratore militare della capitale Antonino Intelisano ha aperto un'inchiesta:	complexity	Brunato et al., 2018
CO-01-R0116	20	4.7	1.454575359	0.325252938	Non è più così inattaccabile la figura del presidente martire, violentemente deposto nel 1973 dal colpo di Stato militare?	complexity	Brunato et al., 2018
CO-01-R0117	20	4.35	1.78517285	0.399176784	Inoltrandosi lungo il viale che adduce alla cappella, dove ancora si leggono resti di affreschi sopravvissuti alle vicissitudini della storia, si ha subito un effetto di straniamento:	complexity	Brunato et al., 2018
CO-01-R0118	20	4.35	1.565247584	0.35	"De Bendictis - ieri beffato in ritardo dalla giuria, da un verdetto arrivato quando aveva una medaglia al collo e togliersela la fa male -;"	complexity	Brunato et al., 2018
CO-01-R0119	20	4.5	1.849608778	0.413585096	E in questo senso, la rivolta degli arbitri supera i confini di una semplice rivendicazione di categoria per il cambiamento di un paio di componenti la commissione di serie A e B.	complexity	Brunato et al., 2018
CO-01-R0120	20	4.4	1.729009452	0.386618267	Abbondano naturalmente, soprattutto intorno ai Fori, quanti avvicinano le turiste proponendosi come guide turistiche, spesso tentando approcci con mozziconi di frasi in varie lingue.	complexity	Brunato et al., 2018
CO-01-R0121	20	2.35	1.531253357	0.34239866	Sabato sera i giallorossi hanno giocato un'amichevole a Verona (1 1) e poi sono stati lasciati liberi dal tecnico.	complexity	Brunato et al., 2018
CO-01-R0122	20	2.75	1.446411167	0.323427369	Il mancato sostegno dell'esercito di Belgrado ha consigliato una ritirata rapida.	complexity	Brunato et al., 2018
CO-01-R0123	20	2.15	1.460893742	0.326665772	Per chi resta in città, questa è la situazione dei negozi.	complexity	Brunato et al., 2018
CO-01-R0124	20	4.05	1.700619082	0.380269987	Fiorini, ex direttore finanziario dell'Eni, aveva ottimi rapporti con i più celebri magnati arabi e poteva vantare una collaborazione ventennale con il governo libico.	complexity	Brunato et al., 2018
CO-01-R0125	20	2.6	1.788854382	0.4	Le cifre - L'Italia guida il medagliere:	complexity	Brunato et al., 2018
CO-01-R0126	20	1.55	0.604805319	0.135238581	Lavoro ai pentiti, è già polemica.	complexity	Brunato et al., 2018
CO-01-R0127	20	2	1.297771369	0.2901905	La caccia, però, risulta molto problematica.	complexity	Brunato et al., 2018
CO-01-R0128	20	3.15	1.348488433	0.30153118	L'anticipo della Finanziaria'98, per il presidente del Consiglio, è invece utile ma non indispensabile.	complexity	Brunato et al., 2018
CO-01-R0129	20	4.1	1.713721712	0.383199824	Anche Dashamir Shehi, ex vice primo ministro, un tempo uomo del Presidente in città, attacca il Governo e si oppone a misure di emergenza.	complexity	Brunato et al., 2018
CO-01-R0130	20	3.15	1.225818738	0.274101403	1) Tre quarti della Società tipografica del giornale Il Telegrafo di Livorno.	complexity	Brunato et al., 2018
CO-01-R0131	20	3.95	1.503504678	0.336193866	Ora, a diversi anni di distanza dalla sua morte, tutte queste difficoltà si sono fortemente accentuate a causa della guerriglia.	complexity	Brunato et al., 2018
CO-01-R0132	20	3.2	1.436369693	0.321182027	ora, credo lo si possa dire, il vostro Paese è incamminato sulla strada giusta ''.	complexity	Brunato et al., 2018
CO-01-R0133	20	2.05	1.503504678	0.336193866	Anche il luogo della violenza sarebbe già stato individuato.	complexity	Brunato et al., 2018
CO-01-R0134	20	2.75	1.743408639	0.389838023	Vi fanno parte 5 membri dell'Accademia delle Scienze, 42 professori universitari, giornalisti, scrittori, registi, attori.	complexity	Brunato et al., 2018
CO-01-R0135	20	5.2	1.50787407	0.337170892	Eppure a noi piace pensarlo come un lapsus, che il sottopassaggio fosse quello del via, perché certe imprese si sentono dentro.	complexity	Brunato et al., 2018
CO-01-R0136	20	2.8	1.361114095	0.304354364	Il sindaco di Trieste Riccardo Illy si è dimesso dopo una seduta burrascosa del Consiglio comunale giovedì notte.	complexity	Brunato et al., 2018
CO-01-R0137	20	3.4	1.729009452	0.386618267	Ritrovati e portati a valle invece i ventidue belgi dati per dispersi venerdì nell'alta valle dei Concei, in Trentino.	complexity	Brunato et al., 2018
CO-01-R0138	20	4.2	1.641565363	0.367065174	I farmaci anti - rigetto hanno un effetto di indebolimento sulle difese immunitarie e il trapiantato è più esposto a infezioni, influenze.	complexity	Brunato et al., 2018
CO-01-R0139	20	2.95	1.276302225	0.285389853	L'ipotesi di un sequestro di persona a scopo di estorsione viene subito scartata.	complexity	Brunato et al., 2018
CO-01-R0140	20	4.4	1.729009452	0.386618267	I giudici della marcia sono stati spesso in passato messi in discussione per la scarsa uniformità di giudizi, si dice causata dall'applicazione di criteri geopolitici.	complexity	Brunato et al., 2018
CO-01-R0141	20	3.35	1.598519051	0.357439726	Da poco incaricato delle relazioni pubbliche, Mark Brabes conosce bene i meccanismi finanziari della clinica.	complexity	Brunato et al., 2018
CO-01-R0142	20	4.05	1.791059669	0.400493117	Romano Prodi vuole che Dini alzi il tiro della sua azione con ''un forte messaggio di lotta all'inflazione''.	complexity	Brunato et al., 2018
CO-01-R0143	20	3.95	1.571958216	0.351500543	È lui che, dopo una visita di tre quarti d'ora, fissa quello che vien chiamato il ''menu dei test'':	complexity	Brunato et al., 2018
CO-01-R0144	20	4	1.55597321	0.347926187	È qui che, davanti a una sfilata di sedie diverse, con tutte le incredibili varietà di forme e specialmente di schienali, viene fuori la storia della prima sedia Thonet.	complexity	Brunato et al., 2018
CO-01-R0145	20	4	1.835325871	0.410391341	Per quanto riguarda il difensore chiesto da Mazzone, il presidente Sensi continua a sondare il mercato (Mussi e Torrente i nomi più gettonati) per accontentare il tecnico.	complexity	Brunato et al., 2018
CO-01-R0146	20	4.05	1.571958216	0.351500543	Durante il regime di Hoxha gli albanesi erano stati nutriti di un risentimento particolare nei confronti dell'Italia, potenza occupante durante la Seconda guerra mondiale.	complexity	Brunato et al., 2018
CO-01-R0147	20	2.4	1.535543792	0.34335803	Ci sono pochissimi ultramiliardari e un mare di poveri '', rispondono i più.	complexity	Brunato et al., 2018
CO-01-R0148	20	4.3	2.00262985	0.447801648	''Come possiamo addolorarci per l'anniversario del genocidio nel momento in cui non impediamo al macellaio di possedere i coltelli della morte e di continuare a fabbricarne altri?	complexity	Brunato et al., 2018
CO-01-R0149	20	3.2	1.321880638	0.295581496	Perché, diciamolo, in confronto alla Montessori, Pestalozzi fa la figura di un gigante ''.	complexity	Brunato et al., 2018
CO-01-R0150	20	4.7	2.054520049	0.459404649	''Se per dimostrare la tesi della creatività femminile bisogna ricorrere alla Montessori, cioè a una cara vecchia signora, allora si finisce con l'esaltare involontariamente il genio maschile.	complexity	Brunato et al., 2018
CO-01-R0151	20	4.5	1.538967528	0.344123601	Si chiama ''Opaline Keramik'', prodotto da Keravem e distribuito da Palazzo di Milano, e composto da un particolare impasto di grès porcellanato colorato in pasta.	complexity	Brunato et al., 2018
CO-01-R0152	20	4.85	1.78517285	0.399176784	Però, nell'immaginario ecologista e antinucleare un filo di responsabilità morale lega Chirac al sei agosto di Hiroshima e al nove agosto di Nagasaki.	complexity	Brunato et al., 2018
CO-01-R0153	20	3.75	1.551739262	0.346979447	Di notte, quando le porte dello Stato sono chiuse si può star seduti e si può leggere, studiare, scrivere a casa.	complexity	Brunato et al., 2018
CO-01-R0154	20	3.95	1.904979624	0.425966394	''È una vergogna - commenta senza mezzi termini Cinzia Zucaro, una signora che da venti minuti aspetta il 101 in largo Argentina sotto un sole implacabile -.	complexity	Brunato et al., 2018
CO-01-R0155	20	3.7	1.625455402	0.363462877	A Pale, ''capitale'' dei serbi di Bosnia, il ''presidente'' Radovan Karadzic e il generale Ratko Mladic si stanno affrontando in un duello all'ultimo sangue.	complexity	Brunato et al., 2018
CO-01-R0156	20	3.9	1.372665482	0.306937333	Sarà proprio la Shik a fare il ''lavoro sporco'', se e quando l'esercito entrerà a Valona.	complexity	Brunato et al., 2018
CO-01-R0157	20	4.75	1.446411167	0.323427369	Il pacioso cittadino della Restaurazione è lo stesso che salirà sulle barricate del 1848, quando Vienna sarà scossa, come l'Europa tutta, dai moti per la Costituzione.	complexity	Brunato et al., 2018
CO-01-R0158	20	4.85	1.631111988	0.364727728	Paul Samuelson ha fatto parzialmente marcia indietro rispetto al suo giudizio inizialmente negativo sulla riforma delle pensioni, sulla quale Modigliani mantiene invece le sue perplessità.	complexity	Brunato et al., 2018
CO-01-R0159	20	1.35	0.489360485	0.109424331	Il carabiniere rischia da 5 a 15 anni di condanna.	complexity	Brunato et al., 2018
CO-01-R0160	20	3.6	1.635140425	0.365628514	Nella stragrande maggioranza dei casi la donna ricopre, un ruolo subalterno rispetto al marito, al convivente, al padre, al fratello, ai figli.	complexity	Brunato et al., 2018
CO-01-R0161	20	4.25	1.743408639	0.389838023	La piramide ''Gjallica'' non soltanto finanziava il Partito democratico ma era diventata uno dei centri di riciclaggio di denaro sporco più importanti del Mediterraneo.	complexity	Brunato et al., 2018
CO-01-R0162	20	3.8	1.281446551	0.28654016	Di volti, storie, leggende che paiono esaurite e che passano la mano.	complexity	Brunato et al., 2018
CO-01-R0163	20	2.4	1.313893371	0.293795489	Non è ancora cominciata la notte che già la città è sprofondata nel silenzio e nel deserto.	complexity	Brunato et al., 2018
CO-01-R0164	20	2.6	1.273205652	0.284697439	Ci sono i reggimenti più fedeli al presidente Berisha e i reparti scelti.	complexity	Brunato et al., 2018
CO-01-R0165	20	2.55	1.538112309	0.343932368	È stato il primo dei Mayo a portarlo dall'Inghilterra:	complexity	Brunato et al., 2018
CO-01-R0166	20	4	1.589438828	0.355409327	Lo volle Carlo III di Borbone per la sua Reggia di Caserta e noi, turisti casuali capitati in un giorno qualsiasi, lo ritroviamo intatto e immenso qual era:	complexity	Brunato et al., 2018
CO-01-R0167	20	4.05	1.503504678	0.336193866	Eppure gli esperti della Banca e del Fondo sono al lavoro da giorni per studiare una soluzione che coinvolgerà i partner economici più importanti di Tirana.	complexity	Brunato et al., 2018
CO-01-R0168	20	4.1	1.410487038	0.31539449	Mosca tentò di riaverli indietro ma intanto era scoppiata la crisi di Cuba e della Baia dei Porci, e così anche Kruscev si dovette arrendere.	complexity	Brunato et al., 2018
CO-01-R0169	20	1.95	1.35627198	0.303271634	I due hanno la stessa passione di tanti ragazzi della loro età:	complexity	Brunato et al., 2018
CO-01-R0170	20	2.85	1.386969434	0.310135794	Teresa gli fa vedere le lettere, il quadro con gli elefanti e quello con le palme, le fotografie.	complexity	Brunato et al., 2018
CO-01-R0171	20	4.3	2.154554539	0.481773041	Come la storiaccia dei dodici minori, ma non troppo, accusati di aver imposto rapporti sessuali a tre bambine di undici, dodici e tredici anni.	complexity	Brunato et al., 2018
CO-01-R0172	20	4.5	2.039091645	0.455954753	È più ''colpevole'' dei cinesi (che da anni ignorano la moratoria internazionale sugli esperimenti nucleari), dicono gli ecologisti, in quanto Chirac è uomo di fede democratica.	complexity	Brunato et al., 2018
CO-01-R0173	20	2.65	1.565247584	0.35	Per esempio il direttore della Banca statale di risparmio, Bedri Collaku.	complexity	Brunato et al., 2018
CO-01-R0174	20	3.45	1.190974833	0.266310069	Migliaia di piccoli risparmiatori truffati con le tasche vuote sono diventati la massa di manovra della protesta.	complexity	Brunato et al., 2018
CO-01-R0175	20	3.8	1.704483252	0.381134042	l'intera popolazione della Krajina secondo l'ultimo censimento anteguerra, ma è senz'altro una cifra gonfiata.	complexity	Brunato et al., 2018
CO-01-R0176	20	5	1.521771821	0.340278524	quando Gastaldello sporcava la prestazione con un appoggio inutile e sballato a Manninger costringendo il portiere ad entrare da rigore su Cruz, mezzo metro dentro l'area, ne avevamo la conferma decisiva.	complexity	Brunato et al., 2018
CO-01-R0177	20	3.2	1.852452144	0.414220892	La presenza femminile nelle carceri è raddoppiata nel decennio'74 -'84, periodo nel quale sono aumentati i detenuti per terrorismo e per tossicodipendenza:	complexity	Brunato et al., 2018
CO-01-R0178	20	3.05	1.316894273	0.294466511	La tradizione e le antiche solidarietà hanno poi resistito al crollo del regime.	complexity	Brunato et al., 2018
CO-01-R0179	20	3.75	1.860248993	0.41596432	Capello provvede a sgombrare il campo dagli equivoci sgretolando, ancora prima di averlo collaudato, il progetto dei quattro attaccanti (''non se ne parla neppure'').	complexity	Brunato et al., 2018
CO-01-R0180	20	2.85	1.308876577	0.2926737	Secondo le indagini degli inquirenti il ferimento sarebbe appunto opera di De Stasio:	complexity	Brunato et al., 2018
CO-01-R0181	20	4.65	1.755442664	0.392528913	LONDRA - La Gran Bretagna è travolta da una nuova ondata di curiosità pruriginosa, che si annuncia più forte che mai, sul fascino esercitato da Lady Diana sugli uomini.	complexity	Brunato et al., 2018
CO-01-R0182	20	3.75	1.802775638	0.403112887	Numeri e percentuali dell'altra metà del cielo.	complexity	Brunato et al., 2018
CO-01-R0183	20	4.7	1.75018796	0.391353925	Se riuscirà a ottenere un accordo con le opposizioni, forse sarà in grado di svuotare le piazze dalla protesta politica per affrontare quindi il problema dell'ordine pubblico a Valona.	complexity	Brunato et al., 2018
CO-01-R0184	20	2.1	1.372665482	0.306937333	Ormai del resto il fenomeno si è stabilizzato.	complexity	Brunato et al., 2018
